schedule_id,date,staff_id,name_en,name_he,role,station,shift_start,shift_end
SCH001050,2026-05-30,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001051,2026-05-30,S07,Ido,עידו,barback,both,18:00,03:00
SCH001052,2026-05-31,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001053,2026-05-31,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001054,2026-05-31,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001055,2026-06-01,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001056,2026-06-01,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001057,2026-06-01,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001058,2026-06-02,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001059,2026-06-02,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001060,2026-06-02,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001061,2026-06-03,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001062,2026-06-03,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001063,2026-06-03,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001064,2026-06-04,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001065,2026-06-04,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001066,2026-06-04,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001067,2026-06-04,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001068,2026-06-04,S07,Ido,עידו,barback,both,18:00,03:00
SCH001069,2026-06-05,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001070,2026-06-05,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001071,2026-06-05,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001072,2026-06-05,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001073,2026-06-05,S07,Ido,עידו,barback,both,18:00,03:00
SCH001074,2026-06-06,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001075,2026-06-06,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001076,2026-06-06,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001077,2026-06-06,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001078,2026-06-06,S07,Ido,עידו,barback,both,18:00,03:00
SCH001079,2026-06-07,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001080,2026-06-07,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001081,2026-06-07,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001082,2026-06-08,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001083,2026-06-08,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001084,2026-06-08,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001085,2026-06-09,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001086,2026-06-09,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001087,2026-06-09,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001088,2026-06-10,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001089,2026-06-10,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001090,2026-06-10,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001091,2026-06-11,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001092,2026-06-11,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001093,2026-06-11,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001094,2026-06-11,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001095,2026-06-11,S07,Ido,עידו,barback,both,18:00,03:00
SCH001096,2026-06-12,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001097,2026-06-12,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001098,2026-06-12,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001099,2026-06-12,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001100,2026-06-12,S07,Ido,עידו,barback,both,18:00,03:00
SCH001101,2026-06-13,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001102,2026-06-13,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001103,2026-06-13,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001104,2026-06-13,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001105,2026-06-13,S07,Ido,עידו,barback,both,18:00,03:00
SCH001106,2026-06-14,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001107,2026-06-14,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001108,2026-06-14,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001109,2026-06-15,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001110,2026-06-15,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001111,2026-06-15,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001112,2026-06-16,S02,Yael,יעל,shift_manager,both,18:00,03:00
SCH001113,2026-06-16,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001114,2026-06-16,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001115,2026-06-17,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001116,2026-06-17,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001117,2026-06-17,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001118,2026-06-18,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001119,2026-06-18,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001120,2026-06-18,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001121,2026-06-18,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001122,2026-06-18,S07,Ido,עידו,barback,both,18:00,03:00
SCH001123,2026-06-19,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001124,2026-06-19,S05,Maya,מאיה,bartender,outside,18:00,03:00
SCH001125,2026-06-19,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001126,2026-06-19,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001127,2026-06-19,S07,Ido,עידו,barback,both,18:00,03:00
SCH001128,2026-06-20,S01,Roei,רועי,shift_manager,both,18:00,03:00
SCH001129,2026-06-20,S06,Muriel,מוריאל,bartender,inside,18:00,03:00
SCH001130,2026-06-20,S03,Shir,שיר,bartender,inside,18:00,03:00
SCH001131,2026-06-20,S04,Tomer,תומר,bartender,outside,18:00,03:00
SCH001132,2026-06-20,S07,Ido,עידו,barback,both,18:00,03:00
